UID,Name,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,Height,Weight,AerialAbility,CommandOfArea,Communication,Eccentricity,Handling,Kicking,OneOnOnes,Reflexes,RushingOut,TendencyToPunch,Throwing,Corners,Crossing,Dribbling,Finishing,FirstTouch,Freekicks,Heading,LongShots,Longthrows,Marking,Passing,PenaltyTaking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decisions,Determination,Flair,Leadership,OffTheBall,Positioning,Teamwork,Workrate,Acceleration,Agility,Balance,Jumping,LeftFoot,NaturalFitness,Pace,RightFoot,Stamina,Strength,Consistency,Dirtiness,ImportantMatches,InjuryProness,Versatility,Adaptability,Ambition,Loyalty,Pressure,Professional,Sportsmanship,Temperament,Controversy,PositionsDesc,Goalkeeper,Sweeper,Striker,AttackingMidCentral,AttackingMidLeft,AttackingMidRight,DefenderCentral,DefenderLeft,DefenderRight,DefensiveMidfielder,MidfielderCentral,MidfielderLeft,MidfielderRight,WingBackLeft,WingBackRight
19034612,Gilmak,1651,02/12/1986,29,0,0,0,0,179,69,2,2,2,1,1,2,4,2,1,2,4,2,7,8,8,10,8,13,9,5,12,11,7,14,10,12,13,13,11,11,7,11,13,10,12,9,13,14,13,13,14,13,10,9,13,12,20,14,10,12,11,11,7,7,11,11,11,11,13,13,13,11,D/DM C,1,17,1,1,1,1,19,1,1,20,5,1,1,1,1
19034617,Rafael Tchuca,1651,03/01/1989,27,0,0,0,0,179,76,2,1,3,1,3,3,3,2,1,1,1,1,7,8,9,9,4,8,9,6,13,10,5,11,10,13,10,13,8,10,9,10,9,8,14,9,12,14,12,12,11,11,9,1,14,12,20,13,10,9,9,7,9,9,7,11,9,10,11,1,11,7,DM/M C,1,1,1,1,1,1,1,1,1,20,18,1,1,1,1
19034636,Adriano Miranda,1651,22/06/1989,27,0,0,0,0,165,62,1,1,2,3,1,1,1,2,1,2,2,11,10,11,8,11,9,7,9,7,6,8,3,7,11,9,7,11,8,8,9,8,6,13,4,11,6,10,10,13,12,5,3,20,12,11,15,9,4,13,10,13,8,8,9,13,11,10,12,4,4,4,AM RLC,1,1,1,20,17,17,1,1,1,1,1,1,1,1,1
19034819,Weverton,1651,13/12/1987,28,0,0,0,0,189,86,14,14,15,8,14,13,15,16,16,14,14,2,1,2,2,13,6,2,3,10,3,6,4,2,10,15,14,14,13,14,4,11,14,7,16,2,13,11,14,14,15,14,17,5,14,12,20,14,17,13,7,9,4,12,12,12,14,10,8,5,10,10,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19034986,Zaquel,1651,26/07/1985,30,0,0,0,0,183,74,1,1,3,3,3,1,1,3,3,3,3,3,5,7,8,8,6,11,8,7,14,10,7,13,9,14,10,13,8,10,8,9,15,7,11,9,12,14,13,13,11,12,13,9,14,12,20,13,12,11,12,10,7,8,8,10,15,10,12,10,9,9,DM/M C,1,1,1,1,1,1,1,1,1,20,16,1,1,1,1
19034994,Dunga,1651,30/01/1988,28,0,0,0,0,167,66,3,3,1,4,2,1,3,2,3,1,3,5,7,9,7,9,9,6,8,7,13,10,5,12,9,14,11,13,9,10,8,9,13,9,8,10,11,13,13,10,11,11,5,9,14,10,20,13,10,12,10,11,7,9,14,12,10,10,10,8,9,6,DM/M C,1,1,1,7,1,1,1,1,1,20,18,1,1,1,1
19035089,Carlos Alberto,1651,15/07/1987,28,0,0,0,0,186,81,2,2,2,1,3,3,3,2,2,3,4,5,8,9,13,10,9,13,7,5,3,10,7,5,12,8,9,9,9,8,8,9,13,9,6,10,8,10,6,13,8,11,13,10,13,13,20,11,14,10,10,6,10,10,18,10,11,12,10,1,4,4,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19035114,Rodolpho Fernandes,1651,09/02/1984,32,0,0,0,0,194,85,14,9,9,1,10,9,9,6,9,5,13,12,2,1,3,2,14,1,1,3,1,1,3,2,1,9,11,12,5,8,6,14,9,3,11,3,11,8,7,13,13,4,18,10,9,12,20,3,11,9,6,9,5,9,12,13,12,11,10,5,4,8,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19035148,Guilherme Santos,1651,05/02/1988,28,0,0,0,0,174,72,2,2,2,2,3,2,1,2,3,2,3,12,12,12,11,13,13,10,12,14,13,12,10,12,13,14,12,12,13,12,12,11,12,14,10,7,11,9,12,15,14,9,6,20,15,14,7,14,13,12,14,13,12,12,8,15,8,12,6,7,12,16,D L,1,1,1,6,12,1,1,20,1,10,8,14,1,15,1
19035408,Diogo Roque,1651,13/10/1986,29,0,0,0,0,181,78,1,3,3,1,3,3,4,3,2,3,3,8,12,7,8,11,10,12,6,6,13,8,7,13,10,13,12,12,13,12,8,10,12,7,11,8,13,13,12,12,12,13,11,9,11,10,20,14,14,12,14,12,8,12,18,11,7,9,13,12,8,11,D/DM C,1,1,1,1,1,1,16,1,1,20,13,1,1,1,1
19035439,Jardel,1651,28/06/1986,30,0,0,0,0,176,70,2,3,1,1,2,3,1,3,1,2,2,5,7,8,8,9,7,10,10,7,12,10,9,12,10,15,11,15,10,11,9,10,14,7,11,9,13,15,14,12,12,12,8,10,15,12,20,14,8,12,7,10,7,9,11,12,16,12,8,7,5,10,DM/M C,1,1,1,1,1,1,1,1,1,17,20,1,1,1,1
19035448,Edilsinho,1651,11/07/1981,34,0,0,0,0,164,64,2,3,1,1,1,3,3,2,3,2,1,7,9,10,7,10,7,6,5,7,5,11,4,4,11,8,7,5,8,9,10,8,8,11,9,9,6,4,10,11,11,5,2,20,6,11,13,10,3,13,4,7,6,9,11,11,11,12,9,1,9,5,D/WB/M/AM LC,1,1,1,18,20,1,1,17,1,1,15,17,1,17,1
19035468,Leandro Carrijó,1651,03/09/1985,30,0,0,0,0,186,83,2,1,2,2,1,3,3,3,2,3,3,11,8,12,14,12,9,13,12,10,4,13,9,5,13,10,13,13,14,12,13,13,7,10,12,13,5,10,10,12,11,12,14,9,16,13,20,13,11,15,11,5,6,11,11,10,13,8,14,12,12,9,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19035505,Ronan,1651,29/07/1981,34,0,0,0,0,188,81,1,2,1,2,3,3,3,1,1,3,3,5,3,5,13,13,5,13,5,1,5,6,6,5,9,8,11,7,11,6,4,10,8,9,10,7,5,5,7,12,7,6,9,9,13,7,20,12,8,8,8,8,7,8,17,11,12,10,13,6,10,8,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19035536,Leandro Djalma,1651,07/05/1986,30,0,0,0,0,185,79,3,1,1,3,3,3,2,2,1,2,4,2,5,13,13,13,6,13,7,1,4,7,8,3,10,9,8,8,9,7,5,13,9,10,10,12,7,6,8,13,13,7,10,1,16,13,20,12,8,9,3,9,9,8,8,8,11,12,9,6,5,2,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19035579,Chimba,1651,15/10/1983,32,0,0,0,0,167,0,2,1,2,1,2,3,3,3,3,3,3,5,10,12,11,11,7,7,10,5,5,11,12,6,12,13,13,13,11,11,10,10,13,13,7,13,7,11,12,15,15,8,6,8,14,15,20,13,8,12,11,10,7,12,10,12,11,12,11,8,13,8,S ,1,1,20,12,10,14,1,1,1,1,1,1,1,1,1
19035624,Negretti,1651,16/12/1985,30,0,0,0,0,185,77,2,3,3,1,3,1,2,3,1,1,1,2,5,5,7,9,5,12,9,8,12,7,10,12,7,16,12,16,10,10,6,9,15,5,14,9,12,16,13,12,12,13,12,8,15,11,20,15,12,13,16,11,5,6,9,11,11,11,11,6,5,12,D C,1,11,1,1,1,1,20,1,1,1,1,1,1,1,1
19035655,Anderson Pedra,1651,13/06/1983,33,0,0,0,0,177,79,3,1,1,2,2,3,2,2,3,4,2,4,7,8,7,8,7,14,10,8,16,12,7,15,8,15,13,14,9,11,8,9,11,7,12,8,14,16,15,11,10,15,12,8,5,11,20,16,18,12,16,10,18,10,18,11,12,11,13,12,10,9,DM C,1,1,1,1,1,1,1,1,1,20,15,1,1,1,1
19035667,Evandro Ferreira,1651,04/05/1981,35,0,0,0,0,175,72,1,2,3,3,3,3,2,2,2,1,4,9,10,9,9,12,6,12,7,9,11,11,12,9,10,16,9,13,8,9,8,8,14,6,8,11,10,11,12,13,12,13,11,13,14,13,20,12,13,15,3,6,4,10,8,9,12,13,12,13,17,2,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19035668,Lima,1651,01/07/1986,30,0,0,0,0,185,85,1,3,2,2,3,4,2,2,1,1,3,5,5,8,5,10,5,12,5,11,12,10,8,12,11,12,13,13,10,11,10,11,12,9,13,12,12,12,13,12,13,13,13,10,14,12,20,14,13,12,13,11,8,8,11,12,7,11,11,12,10,10,D RC,1,1,1,1,1,1,20,1,15,15,1,1,1,1,1
19035681,Pablo,1651,08/11/1985,30,0,0,0,0,192,81,2,2,1,2,1,2,1,3,1,1,3,5,2,12,12,10,5,12,6,4,3,5,4,1,12,9,8,7,12,6,6,5,9,13,10,12,6,5,6,12,9,6,16,11,14,11,20,11,9,9,9,9,9,9,15,12,10,12,10,4,3,8,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19035761,Renato Justi,1651,23/03/1987,29,0,0,0,0,185,85,1,3,3,1,3,3,2,1,1,4,3,4,1,1,3,5,1,13,6,3,13,6,3,13,4,9,13,10,6,7,6,13,1,3,11,5,13,7,8,13,9,8,12,11,14,13,20,8,14,4,4,10,7,10,19,12,13,13,15,3,8,1,D C,1,1,1,1,1,1,20,10,1,1,1,1,1,10,1
19035802,Geovane,1651,20/02/1989,27,0,0,0,0,179,75,3,3,2,3,2,2,3,1,4,2,2,9,7,9,8,10,9,10,9,2,12,11,5,14,11,10,15,9,11,9,10,9,11,10,13,10,13,13,12,11,12,10,10,9,14,11,20,12,10,10,7,9,5,10,12,12,10,8,13,12,14,10,DM/M C,1,1,1,1,1,1,1,1,1,20,16,1,1,1,1
19035862,Danilo Tarracha,1651,22/09/1984,31,0,0,0,0,174,69,1,3,3,3,3,3,3,1,2,3,2,12,12,13,11,13,10,8,12,13,11,13,12,11,12,12,11,10,11,10,11,13,12,14,4,14,11,13,11,14,14,8,6,20,12,13,7,13,9,12,6,13,6,10,9,11,12,13,13,11,7,7,D/WB L,1,1,1,1,13,1,1,20,1,1,1,14,1,18,1
19035871,Leandrinho,1651,22/02/1985,31,0,0,0,0,176,62,2,4,3,2,3,3,2,3,3,3,2,7,11,12,9,13,5,11,9,10,10,10,5,10,12,8,10,9,10,9,8,10,5,9,3,12,9,10,11,14,12,10,7,11,12,15,20,13,9,10,8,10,10,10,8,10,13,10,11,6,15,3,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,18
19035938,Josa,1651,24/09/1984,31,0,0,0,0,183,77,3,2,4,1,1,3,2,1,3,2,1,6,9,9,6,10,7,12,7,4,13,10,7,13,10,13,12,14,10,10,9,12,13,12,11,11,12,13,13,13,12,9,11,20,13,13,8,14,12,13,13,12,8,12,11,11,12,10,13,12,13,6,DM ,1,1,1,1,1,1,8,13,1,20,14,1,1,10,1
19035980,Bruno Corrêa,1651,22/06/1986,30,0,0,0,0,190,84,3,3,1,3,2,1,2,3,2,2,2,3,10,11,12,12,4,12,10,5,4,12,13,5,11,13,12,9,13,10,10,12,13,13,6,12,8,13,9,12,12,7,15,10,10,12,20,13,12,8,6,14,10,8,15,11,11,10,12,4,11,7,S ,1,1,20,10,1,10,1,1,1,1,1,1,1,1,1
19035983,Gilmar Baiano,1651,07/02/1984,32,0,0,0,0,176,74,3,1,2,1,1,1,2,3,1,1,2,9,9,11,9,12,10,11,9,8,8,11,8,6,12,10,10,6,14,9,9,12,11,11,14,12,9,14,11,13,13,13,7,8,11,13,20,11,7,11,16,10,7,10,8,9,7,10,7,10,8,5,M/AM/S C,1,1,18,20,1,1,1,1,1,1,16,1,1,1,1
19035988,João Luiz,1651,24/06/1985,31,0,0,0,0,182,79,2,1,1,1,1,2,3,3,3,2,1,8,10,11,10,12,11,12,12,10,10,12,11,12,13,13,11,13,13,12,12,11,14,10,10,12,11,13,14,10,10,13,14,8,14,10,20,13,13,11,9,10,7,12,14,13,14,12,14,14,13,5,DM C,1,1,1,1,1,1,1,1,1,20,15,1,1,1,1
19036004,Vinícius Bovi,1651,18/12/1981,34,0,0,0,0,180,0,3,3,2,3,3,3,3,1,4,3,4,10,10,11,10,11,10,9,11,9,10,11,6,9,10,10,14,10,7,12,9,11,4,13,10,10,10,9,12,13,13,11,10,7,12,13,20,10,12,9,10,10,9,18,17,10,13,9,12,1,1,6,D/WB/M RC,1,1,13,1,1,1,1,1,20,1,17,1,1,1,16
19036018,Baraka,1651,21/07/1986,29,0,0,0,0,180,80,2,3,3,2,2,1,1,1,1,3,1,6,7,9,7,11,8,9,11,11,16,9,8,14,11,15,13,16,10,10,9,12,13,11,13,11,15,16,15,13,11,10,12,8,15,12,20,16,14,13,11,12,7,11,10,11,10,12,13,12,14,4,DM ,1,1,1,1,1,1,7,1,1,20,13,1,1,1,1
19036019,Diogo Borges,1651,27/02/1984,32,0,0,0,0,185,84,1,2,3,1,3,1,1,1,1,2,1,3,7,6,6,8,4,15,6,9,13,7,13,16,5,13,12,13,8,11,8,9,6,6,14,5,13,14,14,9,7,13,14,5,13,9,20,13,16,11,11,7,13,7,7,11,13,12,12,13,16,1,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19036023,Jordã,1651,10/08/1983,32,0,0,0,0,173,0,1,1,1,1,3,2,3,1,3,3,1,7,7,3,3,12,6,7,9,1,8,14,7,12,14,9,12,8,8,9,7,10,4,9,11,5,8,8,12,14,11,8,7,8,13,10,20,8,8,9,5,9,5,9,18,11,10,12,10,5,9,2,DM ,1,1,1,1,1,1,1,1,1,20,12,1,1,1,1
19036027,Marcus Vinícius,1651,16/05/1984,32,0,0,0,0,181,79,3,1,2,1,2,1,3,2,2,2,2,4,2,3,1,4,5,11,4,4,13,5,2,13,1,13,11,13,10,10,5,12,8,10,13,6,11,12,10,12,11,10,13,10,12,12,20,11,13,11,8,11,4,2,11,11,10,10,12,9,10,8,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19036031,Samuel Teram,1651,30/11/1984,31,0,0,0,0,191,86,3,3,2,1,1,1,2,2,1,1,2,9,5,7,5,8,9,13,5,9,11,9,1,12,8,12,9,11,8,11,7,9,14,5,12,9,11,14,10,11,10,12,14,10,13,12,20,13,12,11,11,10,7,10,12,10,10,11,11,5,10,3,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19036033,Serginho,1651,19/12/1984,31,0,0,0,0,169,68,1,2,2,1,3,3,1,2,1,3,1,9,10,14,12,13,12,8,8,9,6,11,11,4,12,10,11,9,11,11,12,10,10,13,8,14,9,7,13,16,15,8,4,20,12,16,11,12,10,12,8,12,4,7,7,12,11,9,8,5,12,7,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19036116,Maranhao,1651,19/06/1984,32,0,0,0,0,175,73,1,3,4,1,3,1,2,1,2,3,3,5,8,11,8,11,5,9,6,1,4,10,11,5,11,16,11,11,7,10,11,11,3,14,5,11,5,9,12,15,14,10,11,10,14,13,20,13,9,7,7,6,7,9,14,9,12,7,14,11,16,8,AM/S L,1,1,20,1,17,1,1,1,1,1,1,14,1,1,1
19036119,Marcelinho,1651,09/06/1986,30,0,0,0,0,184,74,1,3,3,2,4,1,3,1,2,1,2,6,7,9,6,11,8,12,9,7,12,10,8,12,10,12,11,12,11,12,8,10,11,8,11,9,12,12,12,11,13,12,12,2,13,11,20,12,10,12,8,9,8,12,11,12,7,10,15,11,11,10,D C,1,13,1,1,1,1,20,1,1,10,5,1,1,1,1
19036205,Naldo,1651,11/01/1986,30,0,0,0,0,186,75,13,13,6,1,13,11,9,13,9,6,11,4,2,2,1,1,6,1,1,1,2,1,3,1,5,9,6,12,7,8,6,13,4,3,5,2,5,5,6,10,14,7,12,8,10,11,20,3,7,9,6,4,7,9,16,10,9,10,10,8,7,7,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19036242,Juninho,1651,23/08/1983,32,0,0,0,0,178,0,3,1,2,2,3,1,3,1,2,3,3,3,7,3,5,15,7,5,12,2,10,11,4,12,12,8,8,3,7,8,12,15,2,5,6,10,10,7,10,8,9,8,7,8,8,8,20,11,6,8,8,6,3,8,11,11,12,11,10,10,17,4,M C,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1
19036246,Reinaldo,1651,03/10/1984,31,0,0,0,0,180,0,2,2,4,1,3,3,3,2,4,2,2,8,8,5,4,14,5,6,6,8,10,10,1,15,10,9,8,10,7,13,4,12,6,6,7,7,9,9,9,8,10,9,10,20,13,10,10,12,10,9,9,9,5,9,12,10,11,12,10,9,12,3,D L,1,1,1,1,1,1,1,20,1,1,1,1,1,15,1
19036356,Marcelo Dias,1651,29/09/1985,30,0,0,0,0,177,77,2,1,3,2,2,3,1,3,1,2,3,6,8,10,12,13,6,7,5,6,6,3,1,6,13,9,7,8,7,7,6,7,9,13,3,8,5,7,8,13,13,7,5,20,11,13,15,13,8,9,7,9,9,9,20,9,11,12,11,9,6,8,M/AM/S RL,1,1,18,1,19,20,1,1,1,1,1,15,16,1,1
19036390,Deivid,1651,23/02/1988,28,0,0,0,0,176,73,2,4,3,3,1,1,2,2,1,3,3,6,8,13,11,14,8,14,8,6,8,11,3,9,13,10,13,9,10,5,12,11,6,12,11,13,10,9,10,12,11,10,8,10,13,13,20,9,6,10,10,4,8,10,18,9,9,13,10,1,4,6,AM/S C,1,1,17,20,1,1,1,1,1,1,1,1,1,1,1
19036408,Leandro Melo,1651,11/03/1986,30,0,0,0,0,176,83,3,3,1,3,1,3,2,3,3,1,1,7,6,5,9,13,7,7,13,4,11,13,2,13,12,6,10,9,9,7,7,13,10,8,14,8,10,9,12,13,13,10,7,2,5,13,20,13,14,10,14,5,10,10,12,11,11,12,7,1,6,4,DM/M C,1,1,1,1,1,1,1,1,1,20,17,1,1,1,1
19036464,Allan Júnior,1651,16/05/1982,34,0,0,0,0,176,74,1,3,3,3,3,3,3,3,3,3,1,10,11,12,9,12,9,12,9,8,9,12,13,8,12,12,11,8,9,12,11,11,9,11,8,12,8,7,11,11,12,11,9,13,15,13,20,11,11,14,5,9,6,10,16,10,13,9,12,7,14,6,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19036478,Pablo,1651,01/08/1986,29,0,0,0,0,189,79,1,3,1,3,1,2,2,1,3,2,3,6,1,3,7,8,6,7,5,7,9,8,4,14,5,4,13,9,8,11,7,12,1,1,13,6,14,7,8,11,9,8,14,9,13,10,20,9,11,9,9,3,9,9,20,13,10,10,10,4,8,7,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19036496,Almir Dias,1651,16/04/1982,34,0,0,0,0,172,0,3,1,2,1,2,1,1,1,2,3,2,8,8,10,7,10,8,8,14,2,9,14,6,10,12,9,10,6,10,8,8,11,9,9,13,11,9,9,14,10,9,9,3,20,13,9,10,14,7,9,9,9,9,9,8,13,11,12,11,4,13,4,M/AM C,1,1,1,20,1,1,1,1,1,1,18,1,1,1,1
19036502,Denílson Gabionetta,1651,05/10/1985,30,0,0,0,0,178,65,2,3,3,3,3,3,2,2,2,1,3,9,11,16,8,14,10,6,13,7,5,13,14,4,15,16,10,10,8,9,12,10,12,18,8,13,8,7,11,16,14,12,7,20,15,14,7,12,13,13,15,12,5,11,15,9,14,12,10,15,9,5,AM RLC,1,1,10,15,20,18,1,1,1,1,1,12,12,1,1
19036574,Danilo Neco,1651,17/01/1986,30,0,0,0,0,175,72,3,1,2,3,2,2,2,3,2,3,2,8,10,12,14,11,5,8,11,5,5,12,13,7,12,12,11,10,13,10,12,10,11,11,5,11,4,13,9,14,14,10,8,14,14,14,20,12,10,12,11,11,8,11,15,11,13,11,12,8,10,2,S ,1,1,20,13,13,13,1,1,1,1,10,1,1,1,1
19036648,Paulo de Tárcio,1651,20/02/1987,29,0,0,0,0,178,0,2,4,1,2,3,3,2,1,1,2,1,4,5,8,2,10,7,7,5,7,9,10,1,14,8,9,7,8,9,7,8,11,9,4,13,7,12,8,9,14,14,8,5,10,9,14,20,12,7,9,4,5,8,9,19,11,13,13,8,3,8,1,D/WB/DM R,1,1,1,1,1,1,1,1,18,20,13,1,1,1,18
19036669,Thiago Mendes,1651,17/03/1985,31,0,0,0,0,180,76,3,1,2,1,3,1,3,1,3,2,3,10,11,10,6,9,12,9,12,10,12,11,9,13,10,12,11,13,9,10,9,10,10,5,10,11,12,13,11,12,12,10,12,10,12,12,20,13,11,10,4,10,6,10,9,9,10,7,12,5,12,6,DM/M C,1,1,1,13,1,1,1,1,12,17,20,1,7,1,14
19036706,Raul,1651,09/11/1985,30,0,0,0,0,170,73,1,3,3,2,2,2,3,2,2,1,1,12,12,13,11,14,11,7,11,12,9,13,12,8,13,11,13,11,11,11,12,11,12,15,5,14,9,12,12,14,15,9,5,20,13,14,9,14,9,12,5,11,4,13,17,12,12,14,13,2,18,3,D/WB L,1,1,1,13,13,1,1,18,1,10,12,12,1,20,1
19036708,Vladimir,1651,16/07/1989,26,0,0,0,0,190,84,12,12,11,12,14,10,12,17,13,12,10,7,2,3,3,8,11,10,2,3,1,9,4,3,10,6,11,12,10,12,8,12,14,4,10,5,12,8,8,14,15,13,17,20,12,12,4,11,14,12,5,11,6,11,10,16,11,13,13,8,11,2,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19036718,Assis,1651,30/03/1986,30,0,0,0,0,177,75,1,2,1,2,2,3,1,1,2,1,1,5,8,6,7,11,5,7,2,3,7,12,2,13,7,9,9,8,9,7,9,13,6,4,11,7,11,8,9,14,14,8,7,20,12,13,10,6,9,9,9,9,6,9,16,9,12,11,10,4,12,8,D/DM L,1,1,1,1,1,1,1,20,1,18,13,1,1,15,1
19036728,Daniel Costa,1651,05/04/1988,28,0,0,0,0,183,80,2,2,1,3,1,1,3,2,4,1,1,14,10,12,11,15,15,8,14,4,7,15,12,9,14,8,10,9,13,9,14,15,10,14,8,11,9,13,10,11,11,12,10,7,12,10,20,10,12,13,8,13,11,11,12,10,10,11,10,8,12,12,AM RC,1,1,1,20,1,19,1,1,1,1,13,1,1,1,1
19036735,Thiago Furlan,1651,18/09/1985,30,0,0,0,0,175,72,4,3,2,1,1,1,1,1,1,3,1,6,4,14,14,14,8,14,5,2,6,9,2,4,14,6,14,5,7,9,7,12,5,13,7,11,6,8,9,14,13,10,8,9,13,13,20,14,8,10,9,10,8,10,10,11,13,9,10,9,4,8,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19036798,Felipe Menezes,1651,20/01/1988,28,0,0,0,0,185,76,3,2,3,2,2,4,3,2,2,1,2,13,13,12,14,13,13,12,14,6,6,15,15,10,15,17,12,8,11,9,15,10,11,16,4,14,14,12,9,12,11,13,12,9,13,12,20,13,13,11,9,12,6,10,7,12,13,12,13,12,12,10,M/AM C,1,1,1,20,1,1,1,1,1,14,18,1,1,1,1
19036810,Rogélio Balotelli,1651,07/07/1987,28,0,0,0,0,191,82,3,3,2,1,3,1,4,3,1,2,3,1,6,7,12,8,3,13,4,4,6,8,12,6,7,12,11,13,11,9,8,11,12,11,7,10,10,11,11,11,9,13,15,9,14,10,20,13,14,11,12,11,6,7,14,11,11,13,12,12,12,11,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19036876,Ranieri,1651,18/01/1982,34,0,0,0,0,186,78,3,2,2,3,1,2,1,2,3,1,3,7,3,1,1,5,5,13,1,4,13,4,2,13,5,10,11,10,7,12,3,13,15,1,13,7,13,7,8,9,13,8,12,10,16,12,20,13,9,10,6,8,8,10,16,11,8,12,12,10,4,4,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19036886,André Lima,1651,13/08/1986,29,0,0,0,0,179,82,1,1,2,2,3,2,2,2,2,2,1,1,1,2,2,6,1,12,5,4,13,7,2,13,6,9,12,10,7,8,3,13,9,5,13,7,13,7,8,13,13,8,12,11,15,13,20,13,13,12,3,1,9,10,19,10,14,12,10,4,7,2,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19036901,Wellington Saci,1651,05/01/1985,31,0,0,0,0,173,63,1,2,1,1,3,1,1,1,3,2,2,11,11,12,10,8,12,4,10,13,11,12,12,11,12,12,11,13,10,11,11,12,12,12,10,12,11,12,12,13,12,9,7,20,13,12,7,13,7,10,10,11,8,12,7,12,11,12,12,8,12,11,D/M LC,1,1,1,1,1,1,1,20,1,1,18,13,1,15,1
19036905,Vânder,1651,02/08/1985,30,0,0,0,0,170,0,2,2,1,1,3,1,3,3,2,2,2,8,11,10,5,8,8,5,4,8,9,10,4,7,13,3,12,9,4,8,8,14,2,12,8,8,9,9,10,14,14,9,5,20,15,14,10,14,6,10,7,1,10,10,17,10,12,11,12,2,6,2,D/WB/AM L,1,1,1,1,16,1,1,19,1,1,1,15,1,20,1
19036997,Diego Silva,1651,09/05/1989,27,0,0,0,0,189,0,3,2,4,1,3,1,2,2,1,2,3,3,5,7,6,9,7,10,7,3,13,9,5,13,7,8,11,8,11,12,6,12,5,4,5,8,14,15,15,11,10,11,14,7,14,11,20,15,11,10,6,7,10,17,15,12,13,11,11,2,5,5,DM R,1,1,10,1,1,1,1,1,15,20,13,1,1,1,12
19037001,Buick,1651,12/05/1983,33,0,0,0,0,170,0,1,3,2,4,2,1,3,2,3,1,2,10,11,11,8,10,10,6,10,12,10,11,10,10,11,13,9,12,9,10,9,10,11,9,10,10,10,12,11,12,13,8,4,20,14,12,9,13,8,13,12,11,8,12,12,11,9,12,12,15,13,7,D/WB L,1,1,1,1,5,1,1,20,1,1,1,11,1,19,1
19037081,Rafael Ricardo,1651,26/10/1989,26,0,0,0,0,178,71,2,2,3,2,3,2,2,3,2,3,2,6,10,13,12,12,6,7,7,2,6,8,6,7,7,9,8,8,7,8,7,9,8,9,13,9,7,7,8,13,13,7,7,20,14,13,9,13,6,9,9,2,9,9,9,13,13,9,12,4,11,1,AM L,1,1,15,1,20,1,1,1,1,1,1,1,1,15,1
19037206,Ulisses,1651,10/10/1983,32,0,0,0,0,177,76,3,1,3,2,3,3,1,1,1,2,1,7,7,9,13,12,11,11,7,3,7,9,12,7,9,9,11,5,9,6,7,13,4,6,10,12,5,7,9,11,13,4,10,11,8,13,20,14,9,9,5,9,8,9,14,13,13,10,13,3,6,1,AM/S C,1,1,18,20,1,1,1,1,1,1,1,1,1,1,1
19037375,Diego Rosa,1651,22/03/1989,27,0,0,0,0,179,71,3,2,4,2,2,1,3,1,2,2,2,5,6,11,9,12,7,9,10,7,9,10,9,9,11,13,11,12,10,11,10,10,11,10,11,12,11,11,12,13,11,11,8,20,13,13,8,12,9,12,10,9,10,13,10,7,9,11,10,9,10,9,AM/S LC,1,1,20,18,20,1,1,1,1,12,15,1,1,1,1
19037376,Bregalda,1651,09/07/1990,25,0,0,0,0,183,77,1,3,3,2,1,3,2,3,2,3,1,3,4,5,3,8,2,12,9,3,11,7,9,11,7,11,14,10,9,12,6,15,19,8,9,7,15,9,9,8,10,9,10,20,10,11,5,10,13,8,10,4,7,9,17,11,12,12,12,10,3,8,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19037377,Paulo Sérgio,1651,10/05/1989,27,0,0,0,0,186,83,1,3,2,2,1,3,1,2,1,2,1,9,8,8,8,10,7,13,8,5,12,10,7,12,8,10,13,11,9,13,8,13,4,1,13,7,13,9,10,12,11,14,14,5,8,11,20,10,15,10,10,9,4,10,10,12,11,13,12,1,14,2,D C,1,5,1,1,1,1,20,1,1,1,1,1,1,1,1
